twig,tree,date,parent,angle,parent_dist,length,spur,broken
494,15,73,181,7,74,14
495,15,73,181,4,89.5,23.5
496,15,73,181,12,90,4.5,,
497,15,73,181,3,92,6.5,,
498,15,73,181,9,95,7,,
499,15,73,181,12,98,10,,
500,15,73,181,1,118,2,,
501,15,73,207,9,8,30,,
502,15,73,207,12,22.5,23.5,,
503,15,73,207,12,26.5,41,,
504,15,73,207,7,29,16.5,,y
505,15,73,207,7,40,15,y,
506,15,73,207,11,40.5,31,y,
507,15,73,207,3,61,5,y,
508,15,73,207,12,70,4,y,
509,15,73,201,6,10.5,14.5,y,
510,15,73,201,11,15,45,,
511,15,73,201,1,16,39,,y
512,15,73,201,12,24,53,,
513,15,73,201,3,29.5,49.5,,
514,15,73,201,9,33,21.5,,y
515,15,73,203,12,0.5,0,,
516,15,73,203,12,0.5,28,y,
517,15,73,203,9,1,3,y,
518,15,73,203,4,5.5,14.5,,
519,15,73,203,10,9,2.5,y,
520,15,73,203,10,9.5,55,,
521,15,73,203,5,14,23.5,y,y
522,15,73,203,5,14.5,25.5,,
523,15,73,203,12,17,34,y,
524,15,73,203,7,21,35.5,,
525,15,73,203,5,25,4.5,y,
526,15,73,203,4,25,81,,
527,15,73,203,10,29,3,y,
528,15,73,203,10,29,63,
529,15,73,203,5,30,71,
530,15,73,203,2,32.5,2.5,y
531,15,73,203,2,33,55,
532,15,73,203,8,34,62,
533,15,73,205,5,4,30.5,y
534,15,73,205,2,6,64,
535,15,73,205,8,9,14,y
536,15,73,205,4,13,41.5,y
537,15,73,205,9,14.5,42,
538,15,73,205,4,18.5,5,y
539,15,73,209,10,0.5,4.5,y
540,15,73,209,6,2,9,y
541,15,73,209,11,4,36,y
542,15,73,209,6,8,19,
543,15,73,209,2,10,61,
544,15,73,209,9,14,35,y
545,15,73,209,5,16,22,
546,15,73,209,10,20,44.5,
547,15,73,209,6,22,9.5,y
548,15,73,209,12,24,46,
549,15,73,209,8,29,6.5,y
550,15,73,209,3,30,44.5,
551,15,73,209,10,32,64.5,
552,15,73,209,9,33,10.5,y
553,15,73,209,2,33,6,y
554,15,73,209,5,32,28,
555,15,73,209,4,36,34,
556,15,73,209,11,38,36,
557,15,73,209,4,41,14.5,y
558,15,73,209,7,46,8,y
559,15,73,209,10,50,4.5,y
560,15,73,209,2,53,4.5,,y
561,15,73,209,4,55,9.5,y,
562,15,73,209,10,57,14.5,y,
563,15,73,209,9,55,9.5,y,
564,15,73,209,3,60,9.5,y,
565,15,73,209,10,62,5,y,
566,15,73,215,7,1,9.5,,
567,15,73,215,3,4.5,8,,
568,15,73,215,9,8,94,,
569,15,73,215,4,13,71,,
570,15,73,215,7,17.5,28,,
571,15,73,215,5,20,8.5,,y
572,15,73,217,6,4,6.5,,y
573,15,73,217,2,7,61,,
574,15,73,217,9,9.5,52.5,,
575,15,73,217,4,11,64,,
576,15,73,217,5,12,5,y
577,15,73,217,1,14.5,53,
578,15,73,217,7,17,32,
579,15,73,217,4,20,38,
580,15,73,217,10,22,40.5,
581,15,73,217,6,24,29,
582,15,73,217,1,28,69.5,
583,15,73,217,9,30,39,
584,15,73,217,5,32,8,y
585,15,73,217,12,35.5,57.5,
586,15,73,217,9,39,67.5,
587,15,73,217,3,39,63.5,
588,15,73,217,11,39,97,
589,15,73,217,8,39,80,
590,15,73,217,0,39,85,
591,15,74,117,2,64,21,y
592,15,74,117,9,66.5,5.5,y
593,15,74,117,3,74,18,y
594,15,74,117,7,75,23,y
595,15,74,117,12,75,23.5,y
596,15,74,117,12,77,2.5,y
597,15,74,117,6,80,4,y
598,15,74,117,1,82.5,12.5,y
599,15,74,117,7,94,3,y
600,15,74,117,4,96,5,y
601,15,74,117,10,97,6,y
602,15,74,171,9,10,9,
603,15,74,171,3,14,5.5,
604,15,74,171,9,19,22,y
605,15,74,171,12,30.5,29,
606,15,74,171,3,36,11,
607,15,74,171,9,38.5,24,
608,15,74,171,12,44,24,
609,15,74,171,7,46.5,16,
610,15,74,171,9,51,25,
611,15,74,171,12,56,11,
612,15,74,171,8,57,0,
613,15,74,171,1,59,9.5,
614,15,74,171,2,66,21,
615,15,74,171,6,73,3.5,
616,15,74,171,1,76,26,
617,15,74,171,7,79,20.5,
618,15,74,171,3,82,5.5,y
619,15,74,171,6,88,34,
620,15,74,171,1,90,13,
621,15,74,171,8,92.5,28.5,
622,15,74,171,3,93,67.5,
623,15,74,171,9,94,84,
624,15,74,171,3,96,4.5,y,
625,15,74,171,11,98.5,19,,
626,15,74,171,6,102,0,,
627,15,74,171,1,105,4.5,,
628,15,74,171,6,108,0,,
629,15,74,171,3,112,16,,
630,15,74,171,9,115.5,14,,
631,15,74,171,1,120,0,,
632,15,74,171,7,121.5,17.5,,
633,15,74,171,4,124,0,,
634,15,74,171,11,127,20.5,,
635,15,74,171,6,128.5,25,,
636,15,74,171,3,129,24,,
637,15,74,171,1,130,5.5,y,
638,15,74,171,3,136,4.5,y,
639,15,74,171,9,139.5,2.5,,y
640,15,74,171,12,148,7,,
641,15,74,171,1,154,6.5,,
642,15,74,171,1,160,3,,
643,15,74,171,1,163.5,2.5,,y
644,15,74,221,7,16,47,,
645,15,74,221,12,16,0,,
646,15,74,221,4,18.5,0,,
647,15,74,221,12,21.5,16,,
648,15,74,221,3,25,3.5,,
649,15,74,221,7,30,59,,
650,15,74,221,12,33,5,y,
651,15,74,221,3,36,3,,
652,15,74,221,11,38,39,,
653,15,74,221,1,42,5.5,y,
654,15,74,221,5,44,33.5,,
655,15,74,221,12,48,71,,
656,15,74,221,3,51,17.5,
657,15,74,221,8,53,36,
658,15,74,221,2,55,54.5,
659,15,74,221,6,55,59,
660,15,74,221,10,56,19,
661,15,74,221,2,59.5,4.5,y
662,15,74,221,6,63,34,
663,15,74,221,1,66.5,46,
664,15,74,221,6,70,34.5,
665,15,74,221,11,72.5,48.5,
666,15,74,221,6,81,28,
667,15,74,221,9,82.5,13,y
668,15,74,221,2,85,15,
669,15,74,221,6,86.5,35,
670,15,74,221,11,90,33.5,
671,15,74,221,3,93,25,
672,15,74,221,10,102,29,,
673,15,74,221,2,104,25,,
674,15,74,221,9,108.5,3.5,y,
675,15,74,221,2,111,4,y,
676,15,74,221,6,113.5,3.5,y,
677,15,74,221,11,117,3,y,
678,15,74,221,2,120,3,y,
679,15,74,221,8,122.5,0,,
680,15,74,146,6,11.5,0,,
681,15,74,146,1,14,0,,
682,15,74,146,9,17,28.5,,y
683,15,74,146,5,21,0,,
684,15,74,146,11,22.5,32,,
685,15,74,146,7,26.5,0,,
686,15,74,146,5,34.5,0,,
687,15,74,146,5,36,45,,
688,15,74,146,12,36,13.5,,
689,15,74,146,1,36.5,4,y,
690,15,74,146,12,36.5,3.5,,
691,15,74,146,1,41.5,0,,
692,15,74,146,6,43,33.5,,
693,15,74,191,11,3.5,0,,
694,15,74,191,6,7,21.5,,
695,15,74,191,2,11,65,,
696,15,74,191,12,18,7.5,y,
697,15,74,191,3,23.5,6,y,
698,15,74,193,5,0,0,,
699,15,74,193,1,11,30,,
700,15,74,193,9,15,0,,
701,15,74,193,5,19.5,0,,
702,15,74,193,7,22.5,0,,
703,15,74,195,10,1.5,26.5,,y
704,15,74,195,6,3.5,0,
705,15,74,195,12,6.5,0,
706,15,74,195,8,10.5,61.5,
707,15,74,195,12,10.5,3,y
708,15,74,197,12,0.5,28.5,
709,15,74,197,8,4,3,
710,15,74,197,2,6.5,31.5,
711,15,74,197,9,10.5,10.5,y
712,15,74,197,10,14.5,24,
713,15,74,197,7,18,40.5,
714,15,74,197,2,22,10,y
715,15,74,197,1,26,45.5,
716,15,74,197,9,29,10,y
717,15,74,197,6,31.5,5.5,y
718,15,74,197,12,34.5,45,
719,15,74,197,8,36.5,6.5,y
720,15,74,197,5,38.5,29,
721,15,74,197,6,40,72,
722,15,74,197,10,40,16.5,y
723,15,74,197,6,45,4,y
724,15,74,197,1,47,26,
725,15,74,197,8,50.5,7,y
726,15,74,197,5,54,5,y
727,15,74,197,12,57,27,
728,15,74,197,6,58.5,0,
729,15,74,197,3,62,22,y
730,15,74,197,9,63.5,38.5,
731,15,74,197,6,64,42,
732,15,74,197,2,64,30,
733,15,74,197,10,65,13,y
734,15,74,197,6,65.5,4.5,y
735,15,74,197,1,70,23,y
736,15,74,197,7,73,4,y
737,15,74,197,6,76,3,y
738,15,74,197,10,81,21,
739,15,74,197,12,86.5,8,
740,15,74,197,3,92,6,y
741,15,74,197,9,95,2.5,
742,15,74,197,12,96,20,y
743,15,74,197,9,97,4,y
744,15,74,197,5,98,0,
745,15,74,197,11,101,6,y
746,15,74,197,6,102.5,7.5,y
747,15,74,197,8,107,6,y
748,15,74,197,6,111,11.5,y
749,15,74,197,3,115.5,4,y
750,15,74,197,12,122,4,y
751,15,74,197,5,128,3.5,y
752,15,74,210,12,5.5,0
753,15,74,210,9,12.5,63.5
754,15,74,189,12,11.5,0
755,15,74,189,7,13.5,0
756,15,74,189,3,15.5,0
757,15,74,189,4,22.5,0
758,15,74,189,12,26,0
759,15,74,189,2,31,0
760,15,74,189,2,39,0
761,15,74,189,2,47,39
762,15,74,189,2,48,46
763,15,74,186,5,10,0
764,15,74,186,12,11,0
765,15,74,186,3,15.5,0
766,15,74,186,9,23,26
767,15,74,186,7,40.5,0
768,15,74,186,9,48.5,0
769,15,74,186,4,53,0
770,15,74,186,1,54,0
771,15,74,186,6,57,0
772,15,74,186,2,58,0
773,15,74,186,5,66,0
774,15,74,186,3,72.5,0
775,15,74,186,6,80.5,0
776,15,74,186,11,85,0
777,15,74,238,2,2,0
778,15,74,238,3,10,0
779,15,74,238,12,11,0
780,15,74,238,12,15,0
781,15,74,238,3,15,0
782,15,74,238,1,18,0
783,15,74,238,10,25,0
784,15,74,57,1,11,0,
785,15,74,57,4,15.5,0,
786,15,74,57,0,21,0,
787,15,74,2,3,10.5,0,
788,15,74,2,9,15,0,y
789,15,74,228,8,7.5,15,
790,15,74,228,3,15,47,
791,15,74,228,6,24,4,y
792,15,74,228,2,32,18.5,
793,15,74,228,8,37,57,
794,15,74,228,2,42,20,
795,15,74,228,11,45,75,
796,15,74,228,6,51,24.5,
797,15,74,228,2,53.5,25,
798,15,74,228,9,57,56,
799,15,74,228,3,59.5,101,
800,15,74,228,8,66,3.5,y
801,15,74,228,1,69,13,
802,15,74,228,12,72,69,
803,15,74,232,9,1,2,y
804,15,74,232,6,4,2,y
805,15,74,232,12,9,34,
806,15,74,232,6,12,2.5,y
807,15,74,232,3,16,51,
808,15,74,232,9,18.5,35,
809,15,74,232,5,22,3.5,
810,15,74,232,1,25,42,
811,15,74,232,7,28,6,y
812,15,74,232,5,31.5,2.5,y
813,15,74,232,10,34,47,
814,15,74,232,7,35.5,45.5,
815,15,74,232,2,36,0,
816,15,74,232,10,37,6,y,
817,15,74,230,12,5,14.5,y,
818,15,74,230,7,8.5,24,,
819,15,74,230,8,17,52,,
820,15,74,230,4,20,6.5,y,
821,15,74,230,12,23,33,,
822,15,74,230,6,25,30,,
823,15,74,230,3,27,21.5,,
824,15,74,230,9,29,75,,
825,15,74,230,6,33,0,,
826,15,74,230,3,36,17,,
827,15,74,230,11,38,34,,
828,15,74,230,6,43.5,36,,
829,15,74,230,1,46,47,,
830,15,74,230,6,49,17,,y
831,15,74,230,3,50.5,49.5,y,
832,15,74,230,11,54,70,,
833,15,74,230,7,56.5,117,,
834,15,74,230,3,57.5,98,,
835,15,74,260,4,1,0,,
836,15,74,260,11,4.5,0,,
837,15,74,260,2,14,14.5,,y
838,15,74,260,9,23,0,,
839,15,74,260,12,29,66,,
840,15,74,260,9,31,63,,
841,15,74,262,9,1.5,0,,
842,15,74,262,3,6,2.5,y,
843,15,74,262,10,13,120,,
844,15,74,262,5,14.5,7.5,y,
845,15,74,262,2,19.5,38,,
846,15,74,262,9,22,27.5,,
847,15,74,262,3,24.5,13.5,,
