twig,tree,date,parent,angle,parent_dist,length,spur,broken
1,15,45,11,12,10,50,,
2,15,45,11,3,9.5,12.5,,
3,15,45,11,9,10,9,,
4,15,45,12,2,14,45,,
5,15,45,12,9,0.5,16,,
6,15,45,10,3,0,18,,
7,15,45,10,2,10,45,,
8,15,45,10,4,20,50,,
9,15,45,10,10,25,29,,
10,15,45,10,2,30,43,,
11,15,45,10,10,37,26,,
12,15,45,13,3,5,23,,
13,15,45,8,5,19,20,,
14,15,45,7,7,40,14,,
15,15,45,9,11,16,20,,
16,15,45,9,7,19,43
17,15,45,17,3,1,30
18,15,45,17,3,12,40
19,15,45,16,1,1,25
20,15,45,7,1,5,0
21,15,45,7,9,12,0
22,15,45,7,6,18,0
23,15,45,7,12,20,0
24,15,45,7,7,25,0
25,15,45,7,2,29,0
26,15,45,7,9,30,0
27,15,45,7,12,35,0
28,15,45,7,7,38,0
29,15,45,7,4,41,0
30,15,45,7,11,43,0
31,15,45,7,1,46,14.5
32,15,66,86,3,6,0,,
33,15,66,86,7,11,3,,y
34,15,66,86,1,15,42,,
35,15,66,86,5,22,0,,
36,15,66,86,10,27,0,,
37,15,66,86,2,32,0,,
38,15,66,86,6,38,0,,
39,15,66,86,5,43,15,,
40,15,66,86,7,45,0,,
41,15,66,86,2,49,0,,
42,15,66,86,5,25,0,,
43,15,66,77,6,2,58,,
44,15,66,77,10,7,0,,
45,15,66,80,11,4,0,,
46,15,66,80,3,5,36,,
47,15,66,80,6,6,0,,
48,15,66,80,12,9,0,,
49,15,66,80,5,15,0,,
50,15,66,89,6,,0,,
51,15,66,89,2,,0,,
52,15,66,89,8,,34,,
53,15,66,89,5,,17,,
54,15,66,89,11,,0,,
55,15,66,89,7,,0,,
56,15,66,89,3,,7,y,
57,15,66,89,9,,4,,
58,15,66,89,5,,35,,y
59,15,66,89,10,,0,,
60,15,66,89,6,,28,,
61,15,66,91,6,4,0,,
62,15,66,91,3,7,49,,
63,15,66,91,3,10,0,,
64,15,66,91,6,10,0,
65,15,66,90,2,0,7,y
66,15,66,90,7,5,31,
67,15,66,90,4,15,34.5,
68,15,66,90,5,23,5,y
69,15,66,90,2,24,35,y
70,15,66,90,6,33,7,y
71,15,66,90,4,34,11,y
72,15,66,90,12,42,12,y
73,15,66,7,9,51,0,
74,15,66,7,7,54,0,
75,15,66,7,1,55,0,
76,15,66,58,9,7,5,y
77,15,66,60,7,4,0,
78,15,66,63,9,7,0,
79,15,66,63,3,10,0,
80,15,66,63,6,13,0,
81,15,66,65,5,2,0,
82,15,66,66,5,,0,
83,15,66,66,9,,0,
84,15,66,66,1,,17,y
85,15,66,66,3,,0,
86,15,66,66,7,,0,
87,15,66,66,6,,0,
88,15,66,68,5,4,0,
89,15,66,68,10,6,0,
90,15,66,68,3,8,0,
91,15,66,68,6,10,0,
92,15,66,68,1,13,27,
93,15,66,68,4,316,0,
94,15,66,70,2,3,24,
95,15,66,70,6,6,0,
96,15,66,82,2,4,5.5,y
97,15,66,82,3,4,0,
98,15,66,82,4,11,0,
99,15,66,82,5,16,24.5,
100,15,66,82,7,17,39,
101,15,66,82,12,19,24,
102,15,66,82,6,19,45,
103,15,66,82,8,17,28.5,
104,15,66,82,9,17,51,
105,15,66,83,2,4,81,
106,15,66,83,10,8.5,43.5,
107,15,66,83,1,11,63,
108,15,66,83,11,17,77,
109,15,66,83,2,19,0,
110,15,66,83,4,32,0,
111,15,66,83,5,51,0,
112,15,66,83,3,53,2.5,y,
113,15,66,83,8,54,25,,
114,15,66,83,5,57,36,,
115,15,66,83,1,58,0,,
116,15,66,83,11,59,52,,
117,15,66,83,7,53.5,0,,
118,15,66,81,2,2,15,,y
119,15,66,81,1,11,7.5,,
120,15,66,81,4,8,69,,
121,15,66,81,3,35,36.5,,
122,15,66,81,12,36,38,,
123,15,66,81,10,36,27,,
124,15,66,74,6,27,0,,
125,15,66,74,11,30,0,,
126,15,66,74,4,33,0,,
127,15,66,74,4,10,0,,
128,15,66,87,3,25,0
129,15,66,87,11,30,0
130,15,66,87,12,32,35
131,15,66,87,9,38,55
132,15,66,87,1,41,0
133,15,66,87,7,17,0
134,15,66,92,11,1.5,39
135,15,66,92,4,28.5,0
136,15,66,92,2,27,34
137,15,66,92,10,28,22
138,15,66,92,9,29,26.5
139,15,66,75,6,15,0
140,15,66,75,11,22,4.5
141,15,66,75,10,23,0
142,15,66,75,6,29.5,0
143,15,66,75,1,28.5,0
144,15,66,75,7,2,21
145,15,66,96,2,5.5,17.5
146,15,66,96,9,8.5,34
147,15,66,96,5,12,17.5
148,15,66,96,6,22,4
149,15,66,96,6,23.5,3
150,15,66,96,3,24.5,19
151,15,66,96,9,27,28
152,15,66,96,12,46,3
153,15,66,96,10,47,6.5
154,15,66,96,4,50,0
155,15,66,96,2,53,26.5
156,15,66,96,7,56,4.5
157,15,66,96,3,60,16
158,15,66,96,9,62.5,5.5
159,15,68,124,9,0,0
160,15,68,124,11,26,28,,
161,15,68,124,1,27,37,,
162,15,68,124,8,31,0,,
163,15,68,124,3,33,0,,
164,15,68,124,9,37,47,,
165,15,68,109,10,3,75,,
166,15,68,109,6,7,0,,
167,15,68,111,8,2,0,,
168,15,68,111,4,6,32,,y
169,15,68,111,10,8,54.5,,
170,15,68,111,6,9,8,,
171,15,68,113,10,3,84,,
172,15,68,113,1,3,0,,
173,15,68,113,2,3,50,,
174,15,68,113,2,3,33,,
175,15,68,113,4,3,0,,
176,15,68,113,2,10,0,
177,15,68,113,2,10,22.5,
178,15,68,113,9,14,49,
179,15,68,113,3,17.5,80,
180,15,68,113,10,19,51,
181,15,68,113,7,17,44.5,
182,15,68,113,8,18,40,
183,15,68,113,6,45,0,
184,15,68,141,11,4,18,
185,15,68,141,2,8.5,3.5,y
186,15,68,141,5,13.5,20,
187,15,68,141,11,17.5,11,
188,15,68,141,3,21.5,4.5,y
189,15,68,141,6,25,22.5,
190,15,68,141,2,28.5,21.5,
191,15,68,141,10,30,15.5,
192,15,68,143,6,0.5,51,,
193,15,68,143,3,25,9,,y
194,15,68,143,12,25.5,3.5,y,
195,15,68,143,2,27,3,y,
196,15,68,143,9,27,20,,
197,15,68,143,1,31,14.5,,
198,15,68,143,7,34.5,12,y,
199,15,68,143,9,38,53.5,,
200,15,68,143,12,48,71.5,,
201,15,68,143,9,53.5,31,,
202,15,68,143,9,59.5,39.5,,
203,15,68,143,8,63,20,,y
204,15,68,143,1,66,53,,
205,15,68,143,7,86.5,13,,y
206,15,68,143,12,88.5,19,,y
207,15,68,143,10,94,24,,
208,15,68,143,6,101,6,,
209,15,68,143,6,28,0,,
210,15,68,143,6,55,0,,
211,15,68,143,2,41.5,0,,
212,15,68,143,3,51,0,,
213,15,68,143,3,60,0,,
214,15,68,143,2,97,0,,y
215,15,68,144,7,2.5,0,,y
216,15,68,144,12,5.5,0,,y
217,15,68,144,6,10.5,0,,y
218,15,68,144,9,14.5,0,,y
219,15,68,144,5,25.5,12,,
220,15,68,144,8,29.5,20.5,,
221,15,68,144,4,31,28,y,
222,15,68,144,12,31,0,,y
223,15,68,144,6,36.5,0,,
224,15,68,144,10,39.5,17,y,
225,15,68,144,2,43.5,22,,
226,15,68,144,7,45.5,3.5,y,
227,15,68,144,12,52,3.5,,y
228,15,68,144,5,55,12.5,,
229,15,68,144,9,58,17,,
230,15,68,144,1,62,48,,
231,15,68,144,6,64,0.5,,y
232,15,68,144,9,66.5,0.5,,y
233,15,68,144,3,69.5,30.5,,
234,15,68,144,7,71,7,y,
235,15,68,144,10,73,94.5,,
236,15,68,144,6,75,4,y,
237,15,68,144,9,78,10,y,
238,15,68,144,3,81.5,21,y,
239,15,68,144,8,85,9,y,
240,15,68,144,1,88.5,68.5,,
241,15,68,144,6,90.5,6,,y
242,15,68,144,6,93.5,0,,y
243,15,68,144,10,96.5,55,,
244,15,68,144,3,100,35,y,
245,15,68,144,9,101,16,,y
246,15,68,144,1,101,57.5,,
247,15,68,144,10,101,56,,
248,15,68,144,6,101.5,3.5,y,
249,15,68,144,12,105,3.5,y,
250,15,68,144,6,107.5,4,y,
251,15,68,144,5,110,20,y,
252,15,68,144,9,113.5,16.5,y,
253,15,68,144,2,117.5,48,,
254,15,68,144,7,120.5,31,,
255,15,68,144,9,122,12,y,
256,15,68,144,10,130.5,30,,
257,15,68,144,11,133,13,y,
258,15,68,144,4,133,7,y,
259,15,68,144,9,136,0,,
260,15,68,144,4,138.5,0,,
261,15,68,144,8,143,5,y,
262,15,68,144,12,146.5,13,,
263,15,68,144,3,154,2,y,
264,15,68,144,2,162,5.5,y,
265,15,68,144,11,6.5,0,,
266,15,68,144,2,11,3.5,,y
267,15,68,144,8,14,32.5,,y
268,15,68,144,12,19,43,,
269,15,68,144,4,20,28,,
270,15,68,144,11,24.5,30,,
271,15,68,144,3,28,21,y,
272,15,68,144,9,29.5,40,
273,15,68,144,12,33,33,
274,15,68,144,5,34.5,4,y
275,15,68,144,5,38,64,
276,15,68,144,5,42,26.5,y
277,15,68,144,2,38,52,
278,15,68,144,11,45,39,
279,15,68,144,4,49.5,69.5,
280,15,68,144,9,52,58,
281,15,68,144,1,57,48,
282,15,68,144,6,60,0,
283,15,68,144,10,64,57,
284,15,68,144,3,66.5,91,
285,15,68,144,1,74,73,
286,15,72,42,9,17,0,
287,15,72,42,6,38,0,
288,15,72,42,9,46,9
289,15,72,42,1,50,0
290,15,72,42,6,54,0
291,15,72,42,9,55,0
292,15,72,42,3,60,0
293,15,72,42,12,63,0
294,15,72,42,12,38,0
295,15,72,140,11,6,0
296,15,72,140,5,13,0
297,15,72,140,10,15,0
298,15,72,140,3,23,35
299,15,72,140,9,29,0
300,15,72,140,12,30,0
301,15,72,140,12,38,0
302,15,72,142,1,12,25
303,15,72,142,9,17,30
304,15,72,142,3,22,16,
305,15,72,142,8,27,46,
306,15,72,142,5,32,56,
307,15,72,142,3,36,0,
308,15,72,142,1,25,0,
309,15,72,142,7,15,0,
310,15,72,145,12,0,0,
311,15,72,145,2,7,0,
312,15,72,145,6,13,38,
313,15,72,145,10,16,38,
314,15,72,145,3,20,0,
315,15,72,145,8,24,43,
316,15,72,145,2,26,3,
317,15,72,145,11,29,36,
318,15,72,182,3,9,14,y
319,15,72,182,8,13,4,y
320,15,72,182,2,18,0,
321,15,72,182,6,20,17,
322,15,72,182,10,24,50,
323,15,72,182,3,27,0,
324,15,72,182,6,30,6,y
325,15,72,182,11,34,36,
326,15,72,182,5,37,10,y
327,15,72,182,9,40,73,
328,15,72,182,12,44,4,y
329,15,72,182,2,45,5,y
330,15,72,182,11,6,0,
331,15,72,167,2,4,3,
332,15,72,167,6,9,18,
333,15,72,167,12,13,30,
334,15,72,167,5,15.5,20,
335,15,72,167,9,20,29.5,
336,15,72,167,7,26.5,48,
337,15,72,167,8,26.5,2.5,
338,15,72,167,4,30,71.5,
339,15,72,167,9,30,0,
340,15,72,167,1,30,37,
341,15,72,167,2,32.5,3.5,y
342,15,72,167,6,35,0,
343,15,72,167,10,38.5,49.5,
344,15,72,167,4,41,3,y
345,15,72,167,8,45,35,
346,15,72,167,1,48,7,y
347,15,72,167,5,53,27,
348,15,72,167,9,55,60,
349,15,72,167,3,60,85.5,
350,15,72,167,6,62,75,
351,15,72,167,1,65,51,
352,15,72,148,8,8,47,
353,15,72,148,3,12,31,
354,15,72,148,9,17,32.5,
355,15,72,148,4,21.5,0,
356,15,72,148,1,24,10,y
357,15,72,148,7,27,14,
358,15,72,148,3,29.5,47,
359,15,72,148,12,32,34,
360,15,72,148,6,34,51,
361,15,72,152,9,18,57.5,
362,15,72,152,4,20,12,y
363,15,72,154,6,3,8,y
364,15,72,154,2,7,3.5,y
365,15,72,154,7,9.5,2,y
366,15,72,154,4,12.5,3.5,y
367,15,72,163,6,3,14,y
368,15,72,163,2,7,5.5,y,
369,15,72,163,11,11,4,y,
370,15,72,157,2,2,3,y,
371,15,72,157,7,4.5,2.5,y,
372,15,72,157,3,9,5,y,
373,15,72,157,10,13,49,,
374,15,72,157,5,17,17,,
375,15,72,157,2,21,15.5,,
376,15,72,157,8,24,43,,
377,15,72,157,5,28,18,y,
378,15,72,157,12,30.5,45,,
379,15,72,158,8,1,3,y,
380,15,72,158,4,2.5,3,y,
381,15,72,190,3,22,0,,
382,15,72,190,10,25,31,,
383,15,72,190,6,28,8.5,,y
384,15,72,190,2,37,8.5,y
385,15,72,190,9,40,63.5,
386,15,72,190,4,41.5,0,
387,15,72,190,11,43,0,
388,15,72,190,6,46,0,
389,15,72,190,2,47.5,70.5,
390,15,72,190,5,53.5,37.5,
391,15,72,190,12,32,0,
392,15,72,198,12,3,27.5,
393,15,72,198,3,11.5,0,
394,15,72,198,9,15,80.5,
395,15,72,200,12,0,0,
396,15,72,200,2,6,19,
397,15,72,200,10,9,0,
398,15,72,200,6,11,0,
399,15,72,200,12,15,0,
400,15,72,200,11,18.5,0,,
401,15,72,211,11,,32.5,,
402,15,72,211,2,,0,,
403,15,72,211,9,,0,,
404,15,72,211,3,,0,,
405,15,72,211,12,,2,,y
406,15,72,211,12,,16,,
407,15,72,211,7,,50,,
408,15,72,211,3,,27.5,,y
409,15,72,211,3,31.5,0,,
410,15,72,211,12,33,70.5,,
411,15,72,211,9,38,18,,
412,15,72,211,10,44,28.5,,
413,15,72,211,6,47,0,,
414,15,72,211,12,49,33,,
415,15,72,211,3,55,4.5,y,
416,15,72,211,10,58,15,,
417,15,72,211,6,62,13,,
418,15,72,211,6,63,0,,
419,15,72,211,3,65,88,,
420,15,72,213,4,2,0,,
421,15,72,213,12,8.5,85,,
422,15,72,213,6,12,48.5,,
423,15,72,213,3,17,45.5,,
424,15,72,213,9,21,23,,
425,15,72,213,5,23,9,,y
426,15,72,213,12,27,104,,
427,15,72,213,3,29.5,5,y,
428,15,72,213,3,31.5,84,,
429,15,72,213,9,34,81,,
430,15,72,213,12,39,0,,
431,15,72,213,12,39,0,,
432,15,72,187,4,3,0
433,15,72,187,5,3,0
434,15,72,187,9,7,0
435,15,72,187,5,11,0
436,15,72,187,12,13.5,0
437,15,72,187,7,17,0
438,15,72,187,3,20,0
439,15,72,187,9,23,57
440,15,72,187,9,24,60
441,15,72,187,12,29,0
442,15,73,168,11,83,41
443,15,73,170,12,2,72
444,15,73,170,3,2.5,0
445,15,73,170,3,3,0
446,15,73,170,2,2.5,0
447,15,73,170,11,4,0
448,15,73,170,11,9,3,y
449,15,73,176,4,0.5,14,
450,15,73,176,10,4,36.5,
451,15,73,176,3,9,13,
452,15,73,176,9,13,36,
453,15,73,176,2,16.5,76,
454,15,73,176,11,27,82,
455,15,73,176,11,29,76,
456,15,73,176,1,29,4.5,y
457,15,73,180,8,10,8.5,y
458,15,73,180,3,13,6,y
459,15,73,180,7,18,15.5,y
460,15,73,180,12,20,18,y
461,15,73,180,7,27,43,
462,15,73,180,2,28,10,y
463,15,73,180,10,35,70.5,
464,15,73,180,3,35.5,79,
465,15,73,180,12,40,3.5,y
466,15,73,180,9,45,4,y
467,15,73,180,3,50,16.5,
468,15,73,180,6,53,5,y
469,15,73,180,11,57,11,y
470,15,73,180,4,60,6.5,y
471,15,73,180,6,63,15.5,y
472,15,73,180,12,65.5,29,
473,15,73,180,9,71.5,11,
474,15,73,180,4,71.5,10,
475,15,73,180,3,73.5,4,
476,15,73,180,2,76,23.5,
477,15,73,180,6,88.5,16.5,
478,15,73,180,9,95.9,7,
479,15,73,181,6,4,3.5,
480,15,73,181,9,7,6.5
481,15,73,181,4,13.5,17.5
482,15,73,181,4,27.5,39.5
483,15,73,181,12,31,69
484,15,73,181,9,38,8.5
485,15,73,181,3,41,8
486,15,73,181,2,50,9.5
487,15,73,181,9,56,18
488,15,73,181,3,59,6.5
489,15,73,181,1,65,5
490,15,73,181,1,67,7.5
491,15,73,181,8,67,14
492,15,73,181,4,67.5,2.5
493,15,73,181,2,72,7
