species,tree,branch,date,parent,no_daughters,order,length_cm,path_length,tot_length,diameter_mm,area,path_area,tot_area,volume,path_volume,tot_volume,path_length_plus,tot_length_plus,area_plus,tot_area_plus,volume_plus,tot_volume_plus,no_twigs,tot_no_twigs,no_spurs,no_scars,stem_m,path_stem_m,tot_stem_m,twig_m,tot_twig_m,leaf_m,flower_m,length_ratio,path_ratio,diameter_ratio,mass_ratio,summass_ratio,area_ratio,bearing,opp_length_cm,declination,root_dia
apple,17,15,127,12,3,1,52,237,809,100,16336.3,40226.9,102352.9,408407,760464.3,1337230.1,237,809,16336.3,102352.9,408407,1337230.1,11,117,6,13,2813.7,5010.1,8771.7,463.4,5054.7,,,0.571,0.723,0.833,0.406,0.499,0.939,,,,
apple,17,16,127,15,0,2,160,160,160,31.4,15783.4,15783.4,15783.4,123899.4,123899.4,123899.4,160,160,15783.4,15783.4,123899.4,123899.4,29,29,5,14,714.2,714.2,714.2,514.9,514.9,,,3.077,0.675,0.314,0.254,0.081,NA,,,,
apple,17,17,127,15,0,2,110,110,110,34.4,11887.8,11887.8,11887.8,102235,102235,102235,110,110,11887.8,11887.8,102235,102235,18,18,5,7,566.3,566.3,566.3,530.6,530.6,,,2.115,0.464,0.344,0.201,0.065,NA,,,,
apple,17,18,127,15,3,1,51,185,487,85,13618.8,23890.6,58345.4,289399.6,352057.3,702688.7,185,487,13618.8,58345.4,289399.6,702688.7,4,59,5,12,1755.5,2196.4,4677.5,549.2,3545.8,,,0.981,0.781,0.85,0.624,0.533,0.876,,,,
apple,17,19,127,18,0,2,134,134,134,24.4,10271.8,10271.8,10271.8,62657.7,62657.7,62657.7,134,134,10271.8,10271.8,62657.7,62657.7,19,19,3,15,440.9,440.9,440.9,398.6,398.6,,,2.627,0.724,0.287,0.251,0.094,NA,,,,
apple,17,20,127,18,0,2,115,115,115,31.6,11416.5,11416.5,11416.5,90190.7,90190.7,90190.7,115,115,11416.5,11416.5,90190.7,90190.7,16,16,8,4,615.2,615.2,615.2,449.5,449.5,,,2.255,0.622,0.372,0.35,0.132,NA,,,,
apple,17,21,127,18,3,1,26,88,187,68.8,5619.7,11015.1,23038.3,96658.5,134021.4,260440.7,88,187,5619.7,23038.3,96658.5,260440.7,3,20,1,10,636.7,910.3,1865.9,288.5,2148.5,,,0.51,0.476,0.809,0.363,0.399,0.794,,,,
apple,17,22,127,21,0,2,42,42,42,25.3,3338.3,3338.3,3338.3,21114.5,21114.5,21114.5,42,42,3338.3,3338.3,21114.5,21114.5,4,4,4,2,124.7,124.7,124.7,213.8,213.8,,,1.615,0.477,0.368,0.196,0.067,NA,,,,
apple,17,23,127,21,0,2,62,62,62,27.7,5395.4,5395.4,5395.4,37362.9,37362.9,37362.9,62,62,5395.4,5395.4,37362.9,37362.9,10,10,5,1,273.6,273.6,273.6,412.7,412.7,,,2.385,0.705,0.403,0.43,0.147,NA,,,,
apple,17,24,127,21,0,1,57,57,57,48.5,8684.9,8684.9,8684.9,105304.8,105304.8,105304.8,57,57,8684.9,8684.9,105304.8,105304.8,3,3,10,23,830.9,830.9,830.9,1233.5,1233.5,,,2.192,0.648,0.705,1.305,0.445,NA,,,,
apple,18,1,134,0,5,1,87,364,1657.5,188,51383.9,120629.7,320085.3,2415042.8,4174845.2,6899846.5,364,1657.5,51383.9,320085.3,2415042.8,6899846.5,4,223,4,25,11793.4,21428.3,38506.4,31.3,18704.2,,,NA,NA,NA,NA,NA,1.037,,,,
apple,18,2,134,1,0,2,105,105,105,70.5,23255.6,23255.6,23255.6,409880.6,409880.6,409880.6,105,105,23255.6,23255.6,409880.6,409880.6,10,10,9,26,2201,2201,2201,1829.8,1829.8,,,1.207,0.288,0.375,0.187,0.057,NA,,,,
apple,18,3,134,1,1,2,75,182,182,61.1,14396.3,31136.6,31136.6,219904.2,428320.8,428320.8,182,182,14396.3,31136.6,219904.2,428320.8,10,22,2,11,1271.8,2307.7,2307.7,0,2048.1,,,0.862,0.5,0.325,0.108,0.06,0.664,,,,
apple,18,4,134,3,0,2,107,107,107,49.8,16740.3,16740.3,16740.3,208416.6,208416.6,208416.6,107,107,16740.3,16740.3,208416.6,208416.6,12,12,4,18,1035.9,1035.9,1035.9,2048.1,2048.1,,,1.427,0.588,0.815,0.815,0.449,NA,,,,
apple,18,5,134,1,2,2,73,218.5,379.5,74.3,17039.7,34254.5,52223.6,316512.1,505218.1,666893.4,218.5,379.5,17039.7,52223.6,316512.1,666893.4,16,65,3,12,2124,3227.6,4480.7,499.1,3420.3,,,0.839,0.6,0.395,0.18,0.116,0.989,,,,
apple,18,6,134,5,0,3,63.5,63.5,63.5,30.5,6084.5,6084.5,6084.5,46394.2,46394.2,46394.2,63.5,63.5,6084.5,6084.5,46394.2,46394.2,9,9,1,5,297.7,297.7,297.7,347.9,347.9,,,0.87,0.291,0.41,0.14,0.066,NA,,,,
apple,18,7,134,5,2,2,30.5,145.5,243,67.3,6448.6,17214.8,29099.4,108497.5,188706,303987.1,145.5,243,6448.6,29099.4,108497.5,303987.1,5,40,0,2,579.9,1103.6,2059,324.6,2573.3,,,0.418,0.666,0.906,0.273,0.46,0.528,,,,
apple,18,8,134,7,0,3,115,115,115,29.8,10766.2,10766.2,10766.2,80208.5,80208.5,80208.5,115,115,10766.2,10766.2,80208.5,80208.5,21,21,0,4,523.7,523.7,523.7,412.3,412.3,,,3.77,0.79,0.443,0.903,0.254,NA,,,,
apple,18,9,134,7,0,2,97.5,97.5,97.5,38.8,11884.6,11884.6,11884.6,115281.1,115281.1,115281.1,97.5,97.5,11884.6,11884.6,115281.1,115281.1,14,14,4,12,955.4,955.4,955.4,1836.4,1836.4,,,3.197,0.67,0.577,1.648,0.464,NA,,,,
apple,18,10,134,1,1,2,96,187,187,64.7,19513.1,30005.1,30005.1,315623.8,411887.7,411887.7,187,187,19513.1,30005.1,315623.8,411887.7,12,25,7,22,2131.8,2896.1,2896.1,1883.5,2724.4,,,1.103,0.514,0.344,0.181,0.075,0.322,,,,
apple,18,11,134,10,0,2,91,91,91,36.7,10492,10492,10492,96263.9,96263.9,96263.9,91,91,10492,10492,96263.9,96263.9,13,13,5,16,764.3,764.3,764.3,840.9,840.9,,,0.948,0.487,0.567,0.359,0.264,NA,,,,
apple,18,12,134,1,2,1,44,277,717,135,18661.1,69245.8,132080.5,629810.8,1759802.4,2567821.2,277,717,18661.1,132080.5,629810.8,2567821.2,3,97,3,20,3756.7,9634.9,14827.5,334.4,8650.3,,,0.506,0.761,0.718,0.319,0.385,0.809,,,,
apple,18,13,134,12,0,2,135,135,135,36,15268.1,15268.1,15268.1,137413.3,137413.3,137413.3,135,135,15268.1,15268.1,137413.3,137413.3,16,16,14,20,706.9,706.9,706.9,531.6,531.6,,,3.068,0.487,0.267,0.188,0.048,NA,,,,
apple,18,14,134,12,2,1,25,233,538,116,9110.6,50584.7,98151.3,264207.9,1129991.6,1800597.1,233,538,9110.6,98151.3,264207.9,1800597.1,5,78,0,1,1459.4,5878.2,10363.9,26.8,7784.3,,,0.568,0.841,0.859,0.388,0.699,1.046,,,,
apple,18,15,134,14,0,2,77,77,77,36.1,8732.7,8732.7,8732.7,78812.5,78812.5,78812.5,77,77,8732.7,8732.7,78812.5,78812.5,13,13,7,4,526.8,526.8,526.8,861,861,,,3.08,0.33,0.311,0.361,0.051,NA,,,,
apple,18,16,134,14,4,1,71,208,436,113,25205,41474.1,80308,712041.2,865783.7,1457576.7,208,436,25205,80308,712041.2,1457576.7,3,60,1,26,3601.4,4418.8,8377.7,672.1,6896.5,,,2.84,0.893,0.974,2.468,0.808,0.95,,,,
apple,18,17,134,16,0,2,82,82,82,42.6,10974.2,10974.2,10974.2,116875.4,116875.4,116875.4,82,82,10974.2,10974.2,116875.4,116875.4,12,12,5,12,719.1,719.1,719.1,836.1,836.1,,,1.155,0.394,0.377,0.2,0.086,NA,,,,
apple,18,18,134,16,0,2,137,137,137,37.8,16269.1,16269.1,16269.1,153742.5,153742.5,153742.5,137,137,16269.1,16269.1,153742.5,153742.5,23,23,0,11,817.4,817.4,817.4,1146.6,1146.6,,,1.93,0.659,0.335,0.227,0.098,NA,,,,
apple,18,19,134,16,0,2,56,56,56,38.6,6790.9,6790.9,6790.9,65531.9,65531.9,65531.9,56,56,6790.9,6790.9,65531.9,65531.9,8,8,0,12,511.4,511.4,511.4,1063.9,1063.9,,,0.789,0.269,0.342,0.142,0.061,NA,,,,
apple,18,20,134,16,1,1,58,90,90,86,15670.3,21068.8,21068.8,336910.7,409385.7,409385.7,90,90,15670.3,21068.8,336910.7,409385.7,9,14,18,27,2148.7,2728.4,2728.4,2061.6,3177.8,,,0.817,0.433,0.761,0.597,0.326,0.39,,,,
apple,18,21,134,20,0,2,32,32,32,53.7,5398.5,5398.5,5398.5,72475,72475,72475,32,32,5398.5,5398.5,72475,72475,5,5,8,8,579.7,579.7,579.7,1116.2,1116.2,,,0.552,0.356,0.624,0.27,0.212,NA,,,,
apple,19,1,133,0,5,1,87,437.5,1711,185,50563.9,145304.3,333594.4,2338581.9,4907946.6,7471456.4,437.5,1711,50563.9,333594.4,2338581.9,7471456.4,2,212,8,32,13607.8,28346.6,43982.6,103.8,18415.7,,,NA,NA,NA,NA,NA,1.076,,,,
apple,19,2,133,1,2,2,60,153,206,62,11686.7,22584.6,27246.7,181144.2,282766.8,315401.7,153,206,11686.7,27246.7,181144.2,315401.7,7,25,3,3,953.4,1666.8,1884.2,1152.5,2797.7,,,0.69,0.35,0.335,0.07,0.043,0.566,,,,
apple,19,3,133,2,0,3,53,53,53,28,4662.1,4662.1,4662.1,32634.9,32634.9,32634.9,53,53,4662.1,4662.1,32634.9,32634.9,3,3,7,1,217.4,217.4,217.4,774.1,774.1,,,0.883,0.346,0.452,0.228,0.115,NA,,,,
apple,19,4,133,2,0,3,93,93,93,37.3,10897.9,10897.9,10897.9,101622.6,101622.6,101622.6,93,93,10897.9,10897.9,101622.6,101622.6,15,15,4,3,713.4,713.4,713.4,871.1,871.1,,,1.55,0.608,0.602,0.748,0.379,NA,,,,
apple,19,5,133,1,0,2,165,165,165,32.4,16795,16795,16795,136039.1,136039.1,136039.1,165,165,16795,16795,136039.1,136039.1,27,27,5,13,684.2,684.2,684.2,642.4,642.4,,,1.897,0.377,0.175,0.05,0.016,NA,,,,
apple,19,6,133,1,1,2,115,153,153,66.3,23953.1,30268.3,30268.3,397022.2,480541.1,480541.1,153,153,23953.1,30268.3,397022.2,480541.1,23,29,4,26,2398.4,3095.7,3095.7,1453,2512.8,,,1.322,0.35,0.358,0.176,0.07,0.637,,,,
apple,19,7,133,6,0,2,38,38,38,52.9,6315.2,6315.2,6315.2,83518.9,83518.9,83518.9,38,38,6315.2,6315.2,83518.9,83518.9,6,6,3,13,697.3,697.3,697.3,1059.8,1059.8,,,0.33,0.248,0.798,0.291,0.225,NA,,,,
apple,19,8,133,1,1,2,112,246,246,89,31315.4,47733.4,47733.4,696767.6,856842.7,856842.7,246,246,31315.4,47733.4,696767.6,856842.7,14,33,17,27,4039.6,4889.1,4889.1,2125.1,3215.7,,,1.287,0.562,0.481,0.297,0.111,0.192,,,,
apple,19,9,133,8,0,3,134,134,134,39,16418,16418,16418,160075.1,160075.1,160075.1,134,134,16418,16418,160075.1,160075.1,19,19,7,12,849.5,849.5,849.5,1090.6,1090.6,,,1.196,0.545,0.438,0.21,0.174,NA,,,,
apple,19,10,133,1,2,1,89,350.5,854,140,39144.2,94740.4,160987.1,1370048.6,2569364.7,3344049.9,350.5,854,39144.2,160987.1,1370048.6,3344049.9,8,96,8,39,7884.2,14738.8,19821.6,1609.4,9143.3,,,1.023,0.801,0.757,0.579,0.451,1.016,,,,
apple,19,11,133,10,0,2,142,142,142,41,18290.4,18290.4,18290.4,187476.1,187476.1,187476.1,142,142,18290.4,18290.4,187476.1,187476.1,9,9,11,5,981.5,981.5,981.5,708.5,708.5,,,1.596,0.405,0.293,0.124,0.05,NA,,,,
apple,19,12,133,10,2,1,35,261.5,623,135,14844,55596.2,103552.5,500985.9,1199316.1,1786525.2,261.5,623,14844,103552.5,500985.9,1786525.2,3,79,5,11,2433.1,6854.6,10955.9,71.4,6825.4,,,0.393,0.746,0.964,0.309,0.553,0.76,,,,
apple,19,13,133,12,0,2,80,80,80,41.8,10505.5,10505.5,10505.5,109782.3,109782.3,109782.3,80,80,10505.5,10505.5,109782.3,109782.3,9,9,5,10,591.8,591.8,591.8,862.5,862.5,,,2.286,0.306,0.31,0.243,0.054,NA,,,,
apple,19,14,133,12,3,1,20,226.5,508,110,6911.5,40752.2,78203,190066.4,698330.2,1175757,226.5,508,6911.5,78203,190066.4,1175757,5,67,1,5,1236.8,4421.5,7931,68.6,5891.5,,,0.571,0.866,0.815,0.508,0.724,1.061,,,,
apple,19,15,133,14,0,2,52.5,52.5,52.5,35.3,5822.2,5822.2,5822.2,51380.5,51380.5,51380.5,52.5,52.5,5822.2,5822.2,51380.5,51380.5,8,8,4,4,322.7,322.7,322.7,910.8,910.8,,,2.625,0.232,0.321,0.261,0.041,NA,,,,
apple,19,16,133,14,0,2,123,123,123,27.8,10742.4,10742.4,10742.4,74659.4,74659.4,74659.4,123,123,10742.4,10742.4,74659.4,74659.4,11,11,13,10,610.5,610.5,610.5,546.8,546.8,,,6.15,0.543,0.253,0.494,0.077,NA,,,,
apple,19,17,133,14,2,1,27.5,206.5,312.5,104,8985,33840.7,54726.9,233608.8,508263.8,859650.7,206.5,312.5,8985,54726.9,233608.8,859650.7,2,43,7,5,1346.8,3184.7,5761,283.7,4365.3,,,1.375,0.912,0.945,1.089,0.726,0.798,,,,
apple,19,18,133,17,0,2,179,179,179,44.2,24855.7,24855.7,24855.7,274655,274655,274655,179,179,24855.7,24855.7,274655,274655,28,28,5,22,1837.9,1837.9,1837.9,1474.5,1474.5,,,6.509,0.867,0.425,1.365,0.319,NA,,,,
apple,19,19,133,17,1,1,47,106,106,81.7,12063.4,20886.2,20886.2,246395,351386.9,351386.9,106,106,12063.4,20886.2,246395,351386.9,7,13,14,23,2027.5,2576.3,2576.3,1564.6,2607.1,,,1.709,0.513,0.786,1.505,0.447,0.339,,,,
apple,19,20,133,19,0,1,59,59,59,47.6,8822.8,8822.8,8822.8,104991.9,104991.9,104991.9,59,59,8822.8,8822.8,104991.9,104991.9,6,6,8,8,548.8,548.8,548.8,1042.5,1042.5,,,1.255,0.557,0.583,0.271,0.213,NA,,,,
apple,20,1,122,0,5,1,85,419.5,2358,182,48600.4,132725,441996,2211319.9,4461409,8827001.6,419.5,2358,48600.4,441996,2211319.9,8827001.6,4,288,2,5,12925.5,26784.1,53781.4,22.4,20873.7,,,NA,NA,NA,NA,NA,1.302,,,,
apple,20,2,122,1,2,2,43,332,440,93,12563.2,57829.5,72453,292095.1,936345.4,1093913.5,332,440,12563.2,72453,292095.1,1093913.5,5,54,1,3,1782.1,5897.4,6735.8,70.2,3747.4,,,0.506,0.791,0.511,0.138,0.125,0.983,,,,
apple,20,3,122,2,0,3,108,108,108,43.1,14623.5,14623.5,14623.5,157568.1,157568.1,157568.1,108,108,14623.5,14623.5,157568.1,157568.1,11,11,7,13,838.4,838.4,838.4,661.8,661.8,,,2.512,0.325,0.463,0.47,0.124,NA,,,,
apple,20,4,122,2,1,2,57,289,289,81.5,14594.3,45266.3,45266.3,297358.2,644250.3,644250.3,289,289,14594.3,45266.3,297358.2,644250.3,6,38,2,15,1734.4,4115.3,4115.3,1148.1,3015.4,,,1.326,0.87,0.876,0.973,0.611,0.469,,,,
apple,20,5,122,4,1,2,96,232,232,55.8,16828.9,30672,30672,234762.9,346892.1,346892.1,232,232,16828.9,30672,234762.9,346892.1,15,32,3,10,1543.5,2380.9,2380.9,1147.3,1867.3,,,1.684,0.803,0.685,0.89,0.579,0.337,,,,
apple,20,6,122,5,0,2,136,136,136,32.4,13843.1,13843.1,13843.1,112129.2,112129.2,112129.2,136,136,13843.1,13843.1,112129.2,112129.2,17,17,3,22,837.4,837.4,837.4,720,720,,,1.417,0.586,0.581,0.543,0.352,NA,,,,
apple,20,7,122,1,0,2,117,117,117,47.3,17385.9,17385.9,17385.9,205588.1,205588.1,205588.1,117,117,17385.9,17385.9,205588.1,205588.1,19,19,0,18,1360.4,1360.4,1360.4,1285.3,1285.3,,,1.376,0.279,0.26,0.105,0.025,NA,,,,
apple,20,8,122,1,1,2,89,235,235,82,22927.3,45677.5,45677.5,470010.5,752112.5,752112.5,235,235,22927.3,45677.5,470010.5,752112.5,12,27,7,20,2806.9,4892.5,4892.5,1085.7,2830.5,,,1.047,0.56,0.451,0.217,0.091,0.366,,,,
apple,20,9,122,8,0,2,146,146,146,49.6,22750.2,22750.2,22750.2,282102,282102,282102,146,146,22750.2,22750.2,282102,282102,15,15,13,15,2085.6,2085.6,2085.6,1744.8,1744.8,,,1.64,0.621,0.605,0.743,0.426,NA,,,,
apple,20,10,122,1,1,2,101,128,128,75,23797.6,28547.7,28547.7,446204.3,512705.5,512705.5,128,128,23797.6,28547.7,446204.3,512705.5,17,21,12,32,3297.4,3753.2,3753.2,2133.9,4076.8,,,1.188,0.305,0.412,0.255,0.07,0.558,,,,
apple,20,11,122,10,0,3,27,27,27,56,4750.1,4750.1,4750.1,66501.2,66501.2,66501.2,27,27,4750.1,4750.1,66501.2,66501.2,4,4,4,4,455.8,455.8,455.8,1942.9,1942.9,,,0.267,0.211,0.747,0.138,0.121,NA,,,,
apple,20,12,122,1,3,1,64,334.5,1353,141,28349.7,84124.6,229331.5,999328.1,2250089.1,4051362.1,334.5,1353,28349.7,229331.5,999328.1,4051362.1,1,163,11,20,6173,13858.6,24114,46.1,8911.3,,,0.753,0.797,0.775,0.478,0.448,1.106,,,,
apple,20,13,122,12,0,2,102,102,102,47.8,15317.1,15317.1,15317.1,183039.9,183039.9,183039.9,102,102,15317.1,15317.1,183039.9,183039.9,17,17,6,12,1119.4,1119.4,1119.4,967.5,967.5,,,1.594,0.305,0.339,0.181,0.046,NA,,,,
apple,20,14,122,12,0,2,142,142,142,30.5,13606.2,13606.2,13606.2,103747.6,103747.6,103747.6,142,142,13606.2,13606.2,103747.6,103747.6,22,22,6,10,615.9,615.9,615.9,323.3,323.3,,,2.219,0.425,0.216,0.1,0.026,NA,,,,
apple,20,15,122,12,2,1,12.5,270.5,1045,137,5380,55774.9,172058.5,184264.2,1250761,2765246.5,270.5,1045,5380,172058.5,184264.2,2765246.5,0,123,0,7,1055,7685.6,16205.7,0,7574.4,,,0.195,0.809,0.972,0.171,0.672,1.023,,,,
apple,20,16,122,15,0,2,145,145,145,50.6,23049.9,23049.9,23049.9,291580.8,291580.8,291580.8,145,145,23049.9,23049.9,291580.8,291580.8,20,20,4,17,1397.6,1397.6,1397.6,1375.3,1375.3,,,11.6,0.536,0.369,1.325,0.086,NA,,,,
apple,20,17,122,15,3,1,23,258,887.5,129,9321.1,50394.9,143628.6,300605.6,1066496.8,2289401.5,258,887.5,9321.1,143628.6,300605.6,2289401.5,1,103,2,9,1901.9,6630.6,13753.1,71.2,6199.1,,,1.84,0.954,0.942,1.803,0.849,0.923,,,,
apple,20,18,122,17,0,2,170,170,170,52.9,28252.3,28252.3,28252.3,373637.2,373637.2,373637.2,170,170,28252.3,28252.3,373637.2,373637.2,24,24,11,22,1741.2,1741.2,1741.2,1256.7,1256.7,,,7.391,0.659,0.41,0.916,0.127,NA,,,,
apple,20,19,122,17,0,2,102,102,102,36.3,11632.1,11632.1,11632.1,105561,105561,105561,102,102,11632.1,11632.1,105561,105561,11,11,6,8,707.9,707.9,707.9,688.8,688.8,,,4.435,0.395,0.281,0.372,0.051,NA,,,,
apple,20,20,122,17,2,1,69,235,592.5,106,22977.6,41073.8,94423.1,608906.6,765891.2,1509597.7,235,592.5,22977.6,94423.1,608906.6,1509597.7,6,67,6,18,3925.8,4728.7,9402.1,851,4182.4,,,3,0.911,0.822,2.064,0.684,0.86,,,,
apple,20,21,122,20,0,2,166,166,166,34.7,18096.2,18096.2,18096.2,156984.6,156984.6,156984.6,166,166,18096.2,18096.2,156984.6,156984.6,22,22,2,11,802.9,802.9,802.9,565.5,565.5,,,2.406,0.706,0.327,0.205,0.085,NA,,,,
apple,20,22,122,20,3,1,38,152,357.5,92,10983,23876.1,53349.3,252609.2,368647.1,743706.5,152,357.5,10983,53349.3,252609.2,743706.5,2,39,0,10,1425.8,2215.4,4673.4,174,2765.9,,,0.551,0.647,0.868,0.363,0.497,1.122,,,,
apple,20,23,122,22,0,2,96,96,96,38.4,11581.2,11581.2,11581.2,111179.2,111179.2,111179.2,96,96,11581.2,11581.2,111179.2,111179.2,14,14,4,7,624.7,624.7,624.7,662.6,662.6,,,2.526,0.632,0.417,0.438,0.134,NA,,,,
apple,20,24,122,22,0,2,114,114,114,36,12893.1,12893.1,12893.1,116037.9,116037.9,116037.9,114,114,12893.1,12893.1,116037.9,116037.9,15,15,5,13,789.6,789.6,789.6,696.8,696.8,,,3,0.75,0.391,0.554,0.169,NA,,,,
apple,20,25,122,22,1,1,31.5,109.5,109.5,82,8114.7,17892,17892,166352,263880.2,263880.2,109.5,109.5,8114.7,17892,166352,263880.2,2,8,9,15,989.1,1833.3,1833.3,323.9,1232.5,,,0.829,0.72,0.891,0.694,0.392,0.237,,,,
apple,20,26,122,25,0,2,78,78,78,39.9,9777.3,9777.3,9777.3,97528.2,97528.2,97528.2,78,78,9777.3,9777.3,97528.2,97528.2,6,6,12,14,844.2,844.2,844.2,908.6,908.6,,,2.476,0.712,0.487,0.854,0.46,NA,,,,
cherry,1,1,76,0,3,1,85,598,4448,186,49668.6,127007.2,547745.8,2309589,3653651,9765686.3,598,4448,49668.6,547745.8,2309589,9765686.3,0,602,0,5,10886.2,18306.3,55098.4,0,10743.6,,,NA,NA,NA,NA,NA,1.237,,,,194
cherry,1,2,76,1,2,2,56.5,513,2140.5,99,17572.5,77338.6,194307.8,434919.3,1344062,2204611,513,2140.5,17572.5,194307.8,434919.3,2204611,0,271,0,7,2281.3,7420.1,12607.4,0,3932.4,,,0.665,0.786,0.532,0.21,0.229,0.906,220,,,
cherry,1,3,76,2,2,3,119.5,336.5,550,49.8,18695.9,31591.2,41660.5,232764.4,322181.5,364250.3,336.5,550,18695.9,41660.5,232764.4,364250.3,3,48,0,24,1533.6,2193.8,2493.7,42.2,642.9,,,2.115,0.656,0.503,0.672,0.198,0.688,,,,
cherry,1,4,76,3,1,4,94.5,160.5,160.5,20.1,5967.3,7688.3,7688.3,29985.7,33556.7,33556.7,160.5,160.5,5967.3,7688.3,29985.7,33556.7,7,12,2,15,210.9,237.7,237.7,54.7,119,,,0.791,0.477,0.404,0.138,0.095,0.171,,,,
cherry,1,5,76,4,0,5,66,66,66,8.3,1721,1721,1721,3571,3571,3571,66,66,1721,1721,3571,3571,5,5,3,0,26.8,26.8,26.8,64.3,64.3,,,0.698,0.411,0.413,0.127,0.113,NA,,,,
cherry,1,6,76,3,1,4,71,217,270,36.1,8052.2,12895.3,15276.3,72671.3,89417.1,97929.2,217,270,8052.2,15276.3,72671.3,97929.2,14,33,0,8,521.7,660.2,722.4,306.4,481.7,,,0.594,0.645,0.725,0.34,0.29,0.7,,,,
cherry,1,7,76,6,2,5,12,146,199,30.2,1138.5,4843.1,7224.1,8595.8,16745.8,25257.9,146,199,1138.5,7224.1,8595.8,25257.9,1,19,0,0,55.9,138.5,200.7,16,175.3,,,0.169,0.673,0.837,0.107,0.278,0.309,,,,
cherry,1,8,76,7,0,6,134,134,134,8.8,3704.6,3704.6,3704.6,8150,8150,8150,134,134,3704.6,3704.6,8150,8150,9,9,8,1,82.6,82.6,82.6,95.9,95.9,,,11.167,0.918,0.291,1.478,0.412,NA,,,,
cherry,1,9,76,7,0,6,53,53,53,14.3,2381,2381,2381,8512.1,8512.1,8512.1,53,53,2381,2381,8512.1,8512.1,9,9,3,2,62.2,62.2,62.2,63.4,63.4,,,4.417,0.363,0.474,1.113,0.31,NA,,,,
cherry,1,10,76,1,1,2,30,323,661,135.5,12770.6,67064.5,89707.6,432603.2,1436815,1579960.5,323,661,12770.6,89707.6,432603.2,1579960.5,3,119,0,10,2207.8,9246.8,10149.4,3,962.6,,,0.353,0.495,0.728,0.203,0.184,0.454,0,,,
cherry,1,11,76,10,2,2,63,293,631,91.3,18070.1,54293.9,76937,412450.6,1004211.8,1147357.3,293,631,18070.1,76937,412450.6,1147357.3,9,116,7,5,2923.4,7039,7941.6,154.3,959.6,,,2.1,0.907,0.674,1.324,0.782,1.104,310,,,
cherry,1,12,76,11,1,3,80,170.5,233,31,7791.1,11994.2,13935.7,60381.4,77595.1,82397.5,170.5,233,7791.1,13935.7,60381.4,82397.5,7,35,0,9,358.2,473.7,505.2,114.8,227.8,,,1.27,0.582,0.34,0.123,0.064,0.442,,,,
cherry,1,13,76,12,2,3,32,90.5,153,20.6,2070.9,4203.1,6144.6,10665.3,17213.7,22016.1,90.5,153,2070.9,6144.6,10665.3,22016.1,2,28,0,4,68.6,115.5,147,2.9,113,,,0.4,0.531,0.665,0.192,0.291,0.82,,,,
cherry,1,14,76,13,0,4,26.5,26.5,26.5,9.6,799.2,799.2,799.2,1918.1,1918.1,1918.1,26.5,26.5,799.2,799.2,1918.1,1918.1,4,4,2,3,12,12,12,21.5,21.5,,,0.828,0.293,0.466,0.175,0.082,NA,,,,
cherry,1,15,76,13,2,4,17,58.5,94.5,16,854.5,2132.2,3274.5,3418.1,6548.4,9432.7,58.5,94.5,854.5,3274.5,3418.1,9432.7,1,22,1,1,27.2,46.9,66.4,8.5,88.6,,,0.531,0.646,0.777,0.397,0.452,0.774,,,,
cherry,1,16,76,15,0,5,41.5,41.5,41.5,9.8,1277.7,1277.7,1277.7,3130.3,3130.3,3130.3,41.5,41.5,1277.7,1277.7,3130.3,3130.3,11,11,1,1,19.7,19.7,19.7,31.6,31.6,,,2.441,0.709,0.612,0.724,0.297,NA,,,,
cherry,1,17,76,15,0,5,36,36,36,10.1,1142.3,1142.3,1142.3,2884.3,2884.3,2884.3,36,36,1142.3,1142.3,2884.3,2884.3,10,10,0,2,19.5,19.5,19.5,48.5,48.5,,,2.118,0.615,0.631,0.717,0.294,NA,,,,
cherry,1,18,76,11,1,2,22,230,335,90.8,6275.6,36223.8,44931.2,142457.2,591761.2,652509.2,230,335,6275.6,44931.2,142457.2,652509.2,11,72,5,8,996.4,4115.6,4513,44.1,577.5,,,0.349,0.785,0.995,0.341,0.568,0.693,,,,
cherry,1,19,76,18,2,2,88,208,313,75.6,20900.4,29948.2,38655.6,395017.3,449304,510052,208,313,20900.4,38655.6,395017.3,510052,20,61,0,14,2823.5,3119.2,3516.6,108.7,533.4,,,4,0.904,0.833,2.834,0.779,0.271,,,,
cherry,1,20,76,19,0,3,120,120,120,24,9047.8,9047.8,9047.8,54286.7,54286.7,54286.7,120,120,9047.8,9047.8,54286.7,54286.7,25,25,3,0,295.7,295.7,295.7,285.2,285.2,,,1.364,0.577,0.317,0.105,0.084,NA,,,,
cherry,1,21,76,19,1,3,66.5,105,105,31.2,6518.2,8707.4,8707.4,50841.8,60748,60748,105,105,6518.2,8707.4,50841.8,60748,10,16,3,12,330.5,397.4,397.4,58.2,139.5,,,0.756,0.505,0.413,0.117,0.113,0.337,,,,
cherry,1,22,76,21,0,3,38.5,38.5,38.5,18.1,2189.2,2189.2,2189.2,9906.2,9906.2,9906.2,38.5,38.5,2189.2,2189.2,9906.2,9906.2,6,6,0,5,66.9,66.9,66.9,81.3,81.3,,,0.579,0.367,0.58,0.202,0.168,NA,,,,
