"[-21.217622392718749, -30.217622392718752]","[105.25, 120.8384572681199]","[-21.217622392718745, -39.149126958370161]",93.0
"[-30.217622392718752, -75.292088157223063]","[120.8384572681199, 157.33903994901047]","[-39.149126958370161, -49.22072126305212]",36.399999999999999
"[-75.292088157223063, -102.32410561875979]","[157.33903994901047, 176.267062348595]","[-49.22072126305212, -70.432712382707933]",15.800000000000001
"[-102.32410561875979, -130.63970042188294]","[176.267062348595, 155.69457851835844]","[-70.432712382707933, -43.621156873543711]",4.2000000000000002
"[-102.32410561875979, -117.24678192475054]","[176.267062348595, 186.33253461106844]","[-70.432712382707933, -79.432712382707933]",11.6
"[-117.24678192475054, -180.20618751740639]","[186.33253461106844, 163.41718500824862]","[-79.432712382707933, -79.432712382707948]",7.4000000000000004
"[-117.24678192475054, -107.29833105409004]","[186.33253461106844, 193.04284945271741]","[-79.432712382707933, -90.709023832138826]",6.0
"[-75.292088157223063, -75.292088157223063]","[157.33903994901047, 173.83903994901047]","[-49.22072126305212, -52.085916194556468]",30.399999999999999
"[-75.292088157223063, -88.294265591733975]","[173.83903994901047, 183.99745429188383]","[-52.085916194556468, -54.951111126060816]",5.5999999999999996
"[-75.292088157223063, -87.726423540534597]","[173.83903994901047, 183.90816620580787]","[-52.085916194556468, -62.370517949541103]",30.899999999999999
"[-87.726423540534597, -115.2330013492828]","[183.90816620580787, 203.89286478375197]","[-62.370517949541103, -73.999202822613825]",7.4000000000000004
"[-115.2330013492828, -128.9862902536569]","[203.89286478375197, 213.88521407272401]","[-73.999202822613825, -73.999202822613825]",5.9000000000000004
"[-87.726423540534597, -106.30504417746945]","[183.90816620580787, 200.63643136477933]","[-62.370517949541103, -78.440208191704585]",26.5
"[-106.30504417746945, -120.62700973878192]","[200.63643136477933, 215.99485909878192]","[-78.440208191704585, -88.940208191704599]",5.5
"[-106.30504417746945, -83.452732322874525]","[200.63643136477933, 218.4906141492234]","[-78.440208191704585, -78.440208191704585]",3.3999999999999999
"[-106.30504417746945, -134.80504417746945]","[200.63643136477933, 200.63643136477933]","[-78.440208191704585, -106.50722915255251]",20.199999999999999
"[-134.80504417746945, -145.98594131813155]","[200.63643136477933, 209.061841688908]","[-106.50722915255251, -106.50722915255251]",5.5999999999999996
"[-134.80504417746945, -156.80504417746945]","[200.63643136477933, 200.63643136477933]","[-106.50722915255251, -128.17299971882107]",19.399999999999999
"[-156.80504417746945, -195.3552913012789]","[200.63643136477933, 226.63890137616906]","[-128.17299971882107, -104.92299971882107]",9.0
"[-156.80504417746945, -170.06964533835011]","[200.63643136477933, 209.58351782031127]","[-128.17299971882107, -143.92992376701639]",16.100000000000001
"[-170.06964533835011, -201.44742489613787]","[209.58351782031127, 229.19053059693985]","[-143.92992376701639, -131.27517846396663]",7.2999999999999998
"[-170.06964533835011, -179.39539687583377]","[209.58351782031127, 217.13536251290932]","[-143.92992376701639, -155.74761680316288]",13.800000000000001
"[-179.39539687583377, -245.39539687583377]","[217.13536251290932, 217.13536251290932]","[-155.74761680316288, -206.30655004901544]",8.9000000000000004
"[-106.30504417746945, -178.39009224877668]","[200.63643136477933, 265.54210018158858]","[-78.440208191704585, -29.940208191704585]",7.4000000000000004
"[-30.217622392718752, -45.130609737845951]","[120.8384572681199, 142.13641041963368]","[-39.149126958370161, -65.149126958370161]",84.299999999999997
"[-45.130609737845951, -15.130609737845951]","[142.13641041963368, 142.13641041963368]","[-65.149126958370161, -88.130460251939496]",25.899999999999999
"[-15.130609737845951, -11.137432187609487]","[142.13641041963368, 145.14548553539393]","[-88.130460251939496, -86.42035953531115]",4.2999999999999998
"[-15.130609737845951, -8.1306097378459512]","[142.13641041963368, 142.13641041963368]","[-88.130460251939496, -93.492771353772341]",25.800000000000001
"[-8.1306097378459512, -29.113550697184166]","[142.13641041963368, 159.12806097797929]","[-93.492771353772341, -118.86447211499187]",4.2000000000000002
"[-29.113550697184166, -13.113550697184166]","[159.12806097797929, 159.12806097797929]","[-118.86447211499187, -131.12118320489552]",22.199999999999999
"[-13.113550697184166, -25.67091905205853]","[159.12806097797929, 166.37806097797929]","[-131.12118320489552, -140.44160354535035]",6.2000000000000002
"[-13.113550697184166, -5.6135506971841664]","[159.12806097797929, 159.12806097797929]","[-131.12118320489552, -136.86651652828786]",23.800000000000001
"[-5.6135506971841664, 13.802857167814572]","[159.12806097797929, 173.23490703299865]","[-136.86651652828786, -141.03407279229418]",4.4000000000000004
"[-5.6135506971841664, 5.8864493028158336]","[159.12806097797929, 159.12806097797929]","[-136.86651652828786, -145.67602762415612]",22.899999999999999
"[5.8864493028158336, 13.074168893241469]","[159.12806097797929, 164.54439618634771]","[-145.67602762415612, -145.67602762415612]",6.0
"[5.8864493028158336, 9.716671518410724]","[159.12806097797929, 162.341999026412]","[-145.67602762415612, -149.50624983975101]",25.5
"[9.716671518410724, 51.727790710784802]","[162.341999026412, 146.21544129687348]","[-149.50624983975101, -127.00624983975101]",5.9000000000000004
"[9.716671518410724, 15.041159806289171]","[162.341999026412, 166.07024586269381]","[-149.50624983975101, -154.48553872002435]",33.5
"[15.041159806289171, 84.680315900912674]","[166.07024586269381, 213.04244975423654]","[-154.48553872002435, -196.48553872002432]",12.4
"[-45.130609737845951, 20.647873717167634]","[142.13641041963368, 166.0778204524305]","[-65.149126958370161, -110.1442596364279]",74.200000000000003
"[20.647873717167634, 5.6478737171676343]","[166.0778204524305, 166.0778204524305]","[-110.1442596364279, -121.63492628321258]",60.0
"[5.6478737171676343, -7.048982969311739]","[166.0778204524305, 174.96825521587172]","[-121.63492628321258, -118.94337952937516]",4.5999999999999996
"[5.6478737171676343, -6.3521262828323657]","[166.0778204524305, 166.0778204524305]","[-121.63492628321258, -130.82745960064031]",50.0
"[-6.3521262828323657, -14.355725462065923]","[166.0778204524305, 176.3219602493179]","[-130.82745960064031, -133.08488591031039]",5.7999999999999998
"[-14.355725462065923, -14.355725462065923]","[176.3219602493179, 183.3219602493179]","[-133.08488591031039, -129.58488591031039]",4.4000000000000004
"[-6.3521262828323657, -23.352126282832366]","[166.0778204524305, 166.0778204524305]","[-130.82745960064031, -146.80223415400076]",40.0
"[-23.352126282832366, -23.352126282832362]","[166.0778204524305, 209.5778204524305]","[-146.80223415400076, -103.30223415400076]",6.5
"[-23.352126282832366, -30.352126282832366]","[166.0778204524305, 166.0778204524305]","[-146.80223415400076, -153.38008249950212]",30.0
"[-30.352126282832366, -45.352126282832366]","[166.0778204524305, 166.0778204524305]","[-153.38008249950212, -166.3704635562687]",20.0
"[-45.352126282832366, -45.352126282832366]","[166.0778204524305, 184.0778204524305]","[-166.3704635562687, -148.3704635562687]",4.0
"[-45.352126282832366, -63.352126282832366]","[166.0778204524305, 166.0778204524305]","[-166.3704635562687, -183.28493073041506]",10.0
"[-63.352126282832366, -37.062635301983164]","[166.0778204524305, 182.50531764365985]","[-183.28493073041506, -198.78493073041506]",7.0999999999999996
"[-34.125561377017306, -43.125561377017306]","[205.3890190411143, 205.3890190411143]","[-29.285644481791437, -37.742878068864613]",80.0
"[-43.125561377017306, -88.722627867544588]","[205.3890190411143, 236.14462873200537]","[-37.742878068864613, -65.242878068864641]",10.199999999999999
"[-30.352126282832366, -34.744621588092478]","[166.0778204524305, 169.38780307976677]","[-153.38008249950212, -151.49897171121094]",4.5999999999999996
"[1.3777276490407724e-15, 12.374368670764584]","[115.5, 127.87436867076458]","[22.5, 31.25]",150.5
"[12.374368670764584, 39.244426355853392]","[127.87436867076458, 154.74442635585339]","[31.25, 12.250000000000007]",72.299999999999997
"[12.374368670764584, 30.728814633998063]","[127.87436867076458, 154.08723408801231]","[31.25, 47.25]",53.100000000000001
"[30.728814633998063, 30.728814633998059]","[154.08723408801231, 183.58723408801231]","[47.25, 72.797749411640936]",6.5999999999999996
"[30.728814633998063, 64.712115750689293]","[154.08723408801231, 196.05311600668873]","[47.25, 81.960530923073122]",40.200000000000003
"[64.712115750689293, 31.642171016945248]","[196.05311600668873, 225.82942798965792]","[81.960530923073122, 110.56457955412412]",5.0
"[64.712115750689293, 64.712115750689293]","[196.05311600668873, 269.5531160066887]","[81.960530923073122, 81.960530923073122]",9.5
"[64.712115750689293, 81.712115750689293]","[196.05311600668873, 196.05311600668873]","[81.960530923073122, 92.887920287744294]",38.399999999999999
"[81.712115750689293, 58.316979688314277]","[196.05311600668873, 225.99752464374416]","[92.887920287744294, 121.99760912626544]",7.0999999999999996
"[81.712115750689293, 95.379571957123659]","[196.05311600668873, 209.25162504540967]","[92.887920287744294, 105.10088487178854]",29.899999999999999
"[95.379571957123659, 131.822257599257]","[209.25162504540967, 259.41067869665642]","[105.10088487178854, 126.30613375798001]",17.5
"[131.822257599257, 159.05420935000836]","[259.41067869665642, 217.47715029938522]","[126.30613375798001, 173.29076479727541]",8.5
"[131.822257599257, 155.5252094236946]","[259.41067869665642, 278.60495062367647]","[126.30613375798001, 121.00986433913863]",6.7000000000000002
"[64.712115750689293, 75.712115750689293]","[196.05311600668873, 196.05311600668873]","[81.960530923073122, 89.031194629625048]",41.200000000000003
"[39.244426355853392, 74.244426355853392]","[154.74442635585339, 154.74442635585339]","[12.250000000000007, -5.2499999999999858]",53.5
"[74.244426355853392, 74.244426355853392]","[154.74442635585339, 165.24442635585339]","[-5.2499999999999858, 1.4992699017086766]",7.0
"[74.244426355853392, 120.24442635585339]","[154.74442635585339, 154.74442635585339]","[-5.2499999999999858, -45.087168574084167]",53.600000000000001
"[120.24442635585339, 120.24442635585339]","[154.74442635585339, 219.74442635585339]","[-45.087168574084167, 4.7057202286493975]",5.5999999999999996
"[120.24442635585339, 126.24459746076818]","[154.74442635585339, 158.34969288022378]","[-45.087168574084167, -48.587168574084167]",54.899999999999999
"[126.24459746076818, 149.86272250442644]","[158.34969288022378, 185.51923776824358]","[-48.587168574084167, -25.446814625368749]",39.600000000000001
"[149.86272250442644, 149.86272250442644]","[185.51923776824358, 247.51923776824358]","[-25.446814625368749, -25.446814625368745]",30.0
"[149.86272250442644, 173.34882445019781]","[247.51923776824358, 282.33881581555534]","[-25.446814625368745, -64.913904698376896]",7.5999999999999996
"[149.86272250442644, 167.36272250442644]","[247.51923776824358, 247.51923776824358]","[-25.446814625368745, -22.407971516197463]",25.800000000000001
"[167.36272250442644, 206.4806990093096]","[247.51923776824358, 299.43054592131762]","[-22.407971516197463, 41.604532429596063]",9.0
"[167.36272250442644, 186.36272250442644]","[247.51923776824358, 247.51923776824358]","[-22.407971516197463, -22.407971516197463]",20.0
"[186.36272250442644, 186.36272250442644]","[247.51923776824358, 318.51923776824356]","[-22.407971516197463, -83.895775184892614]",9.1999999999999993
"[186.36272250442644, 206.86390681407801]","[247.51923776824358, 267.317001326325]","[-22.407971516197463, 5.6590494446504636]",7.2000000000000002
"[186.36272250442644, 210.13441591893235]","[247.51923776824358, 279.06534041511168]","[-22.407971516197463, -8.8981758548335446]",14.9
"[210.13441591893235, 241.99579946731143]","[279.06534041511168, 328.12756863991899]","[-8.8981758548335446, -38.148175854833532]",7.7000000000000002
"[-109.09851314625351, -154.20375894397711]","[194.87073176078502, 211.28769864041712]","[123.01228059763221, 168.11752639535581]",58.0
"[-154.20375894397711, -160.56771997465603]","[211.28769864041712, 217.65165967109604]","[168.11752639535581, 159.25425661824593]",48.399999999999999
"[-154.20375894397711, -135.36326192533031]","[211.28769864041712, 224.47995667649118]","[168.11752639535581, 182.90164141814623]",21.5
"[-135.36326192533031, -119.36326192533031]","[224.47995667649118, 224.47995667649118]","[182.90164141814623, 197.93672335072077]",18.0
"[-135.36326192533031, -104.93659839722466]","[224.47995667649118, 232.63275659722058]","[182.90164141814623, 177.43172382163792]",6.0
"[-135.36326192533031, -106.36326192533031]","[224.47995667649118, 224.47995667649118]","[182.90164141814623, 208.01637812789494]",16.100000000000001
"[-104.93659839722466, -104.93659839722466]","[232.63275659722058, 266.63275659722058]","[177.43172382163792, 209.38127292835881]",5.2999999999999998
"[-104.93659839722466, -50.436598397224657]","[232.63275659722058, 232.63275659722058]","[177.43172382163792, 228.64497165446994]",10.0
"[-160.56771997465603, -130.03867963127757]","[217.65165967109604, 223.03475317877087]","[159.25425661824593, 130.12378537388278]",8.3000000000000007
"[-160.56771997465603, -169.76025329208377]","[217.65165967109604, 225.3651109873345]","[159.25425661824593, 147.43656358209944]",48.200000000000003
"[-169.76025329208377, -164.93062416063844]","[225.3651109873345, 226.6592062128471]","[147.43656358209944, 144.93656358209944]",9.1999999999999993
"[-169.76025329208377, -208.73139646238351]","[225.3651109873345, 247.8651109873345]","[147.43656358209944, 176.36200601799371]",46.399999999999999
"[-208.73139646238351, -183.45192983945725]","[247.8651109873345, 269.07710210699031]","[176.36200601799371, 208.86066186739657]",25.600000000000001
"[-183.45192983945725, -197.51743223047862]","[269.07710210699031, 348.84653010097918]","[208.86066186739657, 138.71260416085704]",9.8000000000000007
"[-183.45192983945725, -164.39937095619959]","[269.07710210699031, 280.07710210699031]","[208.86066186739657, 192.00768411877905]",4.9000000000000004
"[-183.45192983945725, -155.8747653731819]","[269.07710210699031, 296.65426657326566]","[208.86066186739657, 222.19944745709765]",6.2999999999999998
"[-183.45192983945725, -164.02613322666821]","[269.07710210699031, 270.77663909056963]","[208.86066186739657, 228.36066186739657]",22.800000000000001
"[-164.02613322666821, -175.02613322666821]","[270.77663909056963, 270.77663909056963]","[228.36066186739657, 232.12288344397894]",12.4
"[-164.02613322666821, -155.52613322666821]","[270.77663909056963, 270.77663909056963]","[228.36066186739657, 236.34804914407678]",18.0
"[-155.52613322666821, -154.39742007183315]","[270.77663909056963, 277.17788948514897]","[236.34804914407678, 234.12491821245993]",16.300000000000001
"[-154.39742007183315, -152.40046602866346]","[277.17788948514897, 288.50317864478939]","[234.12491821245993, 226.73286070106474]",10.0
"[-155.52613322666821, -127.02613322666821]","[270.77663909056963, 270.77663909056963]","[236.34804914407678, 263.12928883647515]",6.5
"[-135.36326192533031, -135.36326192533031]","[224.47995667649118, 268.47995667649116]","[182.90164141814623, 167.8527551118168]",8.4000000000000004
"[-164.02613322666821, -239.85633020860823]","[270.77663909056963, 284.14754877092327]","[228.36066186739657, 304.19085884933656]",10.199999999999999
"[-164.02613322666821, -250.68921549174252]","[270.77663909056963, 286.05767872525951]","[228.36066186739657, 171.79535221498108]",5.9000000000000004
"[-208.73139646238351, -218.24762822626835]","[247.8651109873345, 252.30260273561186]","[176.36200601799371, 172.77079451307418]",32.600000000000001
"[-218.24762822626835, -136.28087281253769]","[252.30260273561186, 321.08087697207156]","[172.77079451307418, 72.223684088981983]",11.4
"[-218.24762822626835, -227.64455443412743]","[252.30260273561186, 255.72280416886855]","[172.77079451307418, 169.35059307981749]",27.300000000000001
"[-227.64455443412743, -185.86335980450238]","[255.72280416886855, 305.51569297160211]","[169.35059307981749, 105.33808913402396]",8.0
"[-227.64455443412743, -284.20986408654289]","[255.72280416886855, 323.13471516333863]","[169.35059307981749, 139.25282046715867]",12.699999999999999
"[-227.64455443412743, -247.1301718554154]","[255.72280416886855, 264.8090967962936]","[169.35059307981749, 158.60059307981749]",25.5
"[-247.1301718554154, -252.45466014329384]","[264.8090967962936, 268.53734363257541]","[158.60059307981749, 164.22975820441633]",19.399999999999999
"[-252.45466014329384, -195.13341027535341]","[268.53734363257541, 289.40057237544119]","[164.22975820441633, 225.22975820441633]",12.6
"[-252.45466014329384, -283.4645166292288]","[268.53734363257541, 279.8240083623225]","[164.22975820441633, 138.95029158149003]",6.4000000000000004
"[-252.45466014329384, -256.88629503184876]","[268.53734363257541, 269.3187604320766]","[164.22975820441633, 160.78255821038093]",16.899999999999999
"[-256.88629503184876, -208.67722430535832]","[269.3187604320766, 326.77209366599993]","[160.78255821038093, 86.921976734465318]",8.0999999999999996
"[-256.88629503184876, -342.56456954391086]","[269.3187604320766, 284.42615188909951]","[160.78255821038093, 94.136691659029836]",10.0
"[-195.13341027535341, -243.3138309288413]","[289.40057237544119, 358.20934409571646]","[225.22975820441633, 267.22975820441633]",11.699999999999999
"[20.647873717167634, 42.443778298507389]","[166.0778204524305, 197.20559813541217]","[-110.1442596364279, -129.1442596364279]",65.099999999999994
"[42.443778298507389, 80.443778298507397]","[197.20559813541217, 197.20559813541217]","[-129.1442596364279, -110.1442596364279]",8.4000000000000004
"[42.443778298507389, 90.36810195858871]","[197.20559813541217, 214.64862544502128]","[-129.1442596364279, -173.31155522943428]",59.399999999999999
"[90.36810195858871, 194.36810195858871]","[214.64862544502128, 214.64862544502128]","[-173.31155522943428, -121.31155522943426]",13.699999999999999
"[90.36810195858871, -48.887745570539892]","[214.64862544502128, 312.15661962469909]","[-173.31155522943428, -333.05930076303872]",17.800000000000001
"[90.36810195858871, 110.6159116637147]","[214.64862544502128, 238.77902540326909]","[-173.31155522943428, -197.44195518768208]",53.100000000000001
"[-34.125561377017306, -34.125561377017306]","[205.3890190411143, 248.3890190411143]","[-29.285644481791437, -56.92551169831264]",27.699999999999999
"[-34.125561377017306, -58.87429871854647]","[205.3890190411143, 230.13775638264346]","[-29.285644481791437, -6.7880781427625614]",91.0
"[-58.87429871854647, -24.105671749467859]","[230.13775638264346, 242.7925016856932]","[-6.7880781427625614, -35.131722538164745]",30.300000000000001
"[-24.105671749467859, -1.5530488506060571]","[242.7925016856932, 251.00098512550926]","[-35.131722538164745, -55.916332228991273]",26.100000000000001
"[-1.5530488506060571, 12.935838543729968]","[251.00098512550926, 254.88327080204706]","[-55.916332228991273, -68.90671328575786]",24.300000000000001
"[-24.105671749467859, 30.777515217894589]","[242.7925016856932, 281.22212292121327]","[-35.131722538164745, -35.131722538164738]",6.4000000000000004
"[12.935838543729968, 24.212149993160871]","[254.88327080204706, 258.98751252195507]","[-68.90671328575786, -79.299018131171124]",23.5
"[-1.5530488506060571, 23.840664522352689]","[251.00098512550926, 268.7818546523917]","[-55.916332228991273, -45.313707785895538]",5.0999999999999996
"[24.212149993160871, 59.468442652711865]","[258.98751252195507, 268.43440766819708]","[-79.299018131171124, -107.25964030501382]",18.300000000000001
"[24.212149993160871, 113.37157547237209]","[258.98751252195507, 266.78795149787049]","[-79.299018131171124, -79.299018131171124]",9.5
"[24.212149993160871, 24.212149993160867]","[258.98751252195507, 310.98751252195507]","[-79.299018131171124, -131.29901813117112]",6.5999999999999996
"[59.468442652711865, 51.468442652711865]","[268.43440766819708, 268.43440766819708]","[-107.25964030501382, -115.25964030501382]",15.5
"[51.468442652711865, 27.968442652711865]","[268.43440766819708, 268.43440766819708]","[-115.25964030501382, -138.75964030501382]",13.800000000000001
"[51.468442652711865, 41.922501106693474]","[268.43440766819708, 277.98034921421549]","[-115.25964030501382, -115.25964030501382]",6.0
"[27.968442652711865, 72.202653044317429]","[268.43440766819708, 299.40753523115359]","[-138.75964030501382, -157.22872804459993]",6.7000000000000002
"[27.968442652711865, -2.9135929881322475]","[268.43440766819708, 271.13623569337449]","[-138.75964030501382, -165.60642782233143]",9.6999999999999993
"[12.935838543729968, 12.93583854372997]","[254.88327080204706, 295.88327080204704]","[-68.90671328575786, -27.90671328575786]",6.2000000000000002
"[59.468442652711865, 97.968442652711872]","[268.43440766819708, 268.43440766819708]","[-107.25964030501382, -100.574185464837]",8.5
"[110.6159116637147, 33.615911663714698]","[238.77902540326909, 238.77902540326909]","[-197.44195518768208, -274.44195518768208]",11.9
"[110.6159116637147, 116.1159116637147]","[238.77902540326909, 248.3053048448979]","[-197.44195518768208, -205.86844406199083]",53.899999999999999
"[116.1159116637147, 55.035891312630653]","[248.3053048448979, 270.53661416106638]","[-205.86844406199083, -228.09975337815928]",10.4
"[116.1159116637147, 175.00563912105653]","[248.3053048448979, 282.30530484489788]","[-205.86844406199083, -182.61107431584534]",32.5
"[116.1159116637147, 146.96704477078575]","[248.3053048448979, 314.46577329857337]","[-205.86844406199083, -242.36844406199083]",35.799999999999997
"[146.96704477078575, 195.99388913040036]","[314.46577329857337, 355.60418031851191]","[-242.36844406199083, -179.34074786920951]",9.5999999999999996
"[146.96704477078575, 152.40224471793869]","[314.46577329857337, 334.75021565064378]","[-242.36844406199083, -252.86844406199083]",36.5
"[152.40224471793869, 102.22633369364561]","[334.75021565064378, 376.8528040851121]","[-252.86844406199083, -220.11844406199083]",11.699999999999999
"[152.40224471793869, 92.731763298033499]","[334.75021565064378, 356.46849475182375]","[-252.86844406199083, -312.538925481896]",10.800000000000001
"[152.40224471793869, 238.40224471793869]","[334.75021565064378, 334.75021565064378]","[-252.86844406199083, -252.86844406199083]",8.3000000000000007
"[152.40224471793869, 152.40224471793869]","[334.75021565064378, 379.25021565064378]","[-252.86844406199083, -275.11844406199083]",8.1999999999999993
"[152.40224471793869, 216.15334925301721]","[334.75021565064378, 351.83227262741013]","[-252.86844406199083, -241.40766433597344]",10.300000000000001
"[152.40224471793869, 159.519768458258]","[334.75021565064378, 361.31317587359314]","[-252.86844406199083, -266.61844406199083]",21.800000000000001
"[159.519768458258, 176.86064448012689]","[361.31317587359314, 426.0302062349607]","[-266.61844406199083, -300.11844406199083]",12.300000000000001
"[159.519768458258, 216.67744510803095]","[361.31317587359314, 394.31317587359314]","[-266.61844406199083, -216.05951081613827]",10.300000000000001
"[175.00563912105653, 140.00563912105653]","[282.30530484489788, 342.92708310980856]","[-182.61107431584534, -217.61107431584537]",11.1
"[175.00563912105653, 281.49540487862544]","[282.30530484489788, 356.87024157053384]","[-182.61107431584534, -60.451033613677254]",9.0
"[175.00563912105653, 301.50563912105656]","[282.30530484489788, 282.30530484489788]","[-182.61107431584534, -225.87662244654243]",9.0
"[175.00563912105653, 207.17899766504445]","[282.30530484489788, 314.47866338888576]","[-182.61107431584534, -182.61107431584534]",22.0
"[207.17899766504445, 245.24392472058375]","[314.47866338888576, 332.22863038199512]","[-182.61107431584534, -146.23800735689892]",10.699999999999999
"[207.17899766504445, 285.90195250760348]","[314.47866338888576, 335.57241556474122]","[-182.61107431584534, -223.36107431584531]",11.5
"[207.17899766504445, 207.17899766504445]","[314.47866338888576, 381.47866338888576]","[-182.61107431584534, -216.11107431584531]",7.5
"[12.374368670764584, 68.939678323180047]","[127.87436867076458, 195.28627966523464]","[31.25, 119.25]",98.0
"[68.939678323180047, 89.445774977589934]","[195.28627966523464, 215.79237631964452]","[119.25, 133.75]",32.0
"[89.445774977589934, 244.42440656085708]","[215.79237631964452, 288.06009907730413]","[133.75, 48.250000000000043]",16.600000000000001
"[68.939678323180047, 82.139449623408609]","[195.28627966523464, 244.54849680597712]","[119.25, 169.47519540362259]",92.799999999999997
"[82.139449623408609, 134.10097385047493]","[244.54849680597712, 274.54849680597709]","[169.47519540362259, 179.89408606363841]",56.399999999999999
"[134.10097385047493, 113.59487719606506]","[274.54849680597709, 295.05459346038697]","[179.89408606363841, 150.89408606363841]",32.299999999999997
"[113.59487719606506, 200.14727085806513]","[295.05459346038697, 335.41463745662378]","[150.89408606363841, 103.14408606363844]",12.1
"[113.59487719606506, 94.954036515155423]","[295.05459346038697, 317.26988231083732]","[150.89408606363841, 121.89408606363841]",25.399999999999999
"[94.954036515155423, 47.623671026991076]","[317.26988231083732, 329.95201552086081]","[121.89408606363841, 138.65307308659618]",7.9000000000000004
"[94.954036515155423, 103.79287127998727]","[317.26988231083732, 326.10871707566918]","[121.89408606363841, 110.14792830381455]",22.800000000000001
"[103.79287127998727, 57.571174141118121]","[326.10871707566918, 347.66224842444484]","[110.14792830381455, 77.365760209801039]",10.0
"[103.79287127998727, 226.33546591548534]","[326.10871707566918, 396.85871707566918]","[110.14792830381455, -12.394666331683524]",13.6
"[134.10097385047493, 142.13072082354822]","[274.54849680597709, 291.76834475967343]","[179.89408606363841, 183.19340143931009]",51.700000000000003
"[142.13072082354822, 226.16626771069716]","[291.76834475967343, 314.28560168359274]","[183.19340143931009, 168.08600998228715]",11.300000000000001
"[142.13072082354822, 149.94915866575116]","[291.76834475967343, 308.53503881985148]","[183.19340143931009, 186.40589272614829]",46.799999999999997
"[149.94915866575116, 183.72414941334426]","[308.53503881985148, 328.03503881985148]","[186.40589272614829, 179.63361379713803]",41.0
"[183.72414941334426, 285.72414941334426]","[328.03503881985148, 328.03503881985148]","[179.63361379713803, 144.74755917791981]",9.4000000000000004
"[183.72414941334426, 212.00842066080617]","[328.03503881985148, 356.31931006731338]","[179.63361379713803, 179.63361379713803]",31.0
"[212.00842066080617, 158.9754120718151]","[356.31931006731338, 409.35231865630442]","[179.63361379713803, 250.11056035608115]",11.300000000000001
"[212.00842066080617, 234.28228426818242]","[356.31931006731338, 378.59317367468964]","[179.63361379713803, 168.85997928237947]",24.0
"[234.28228426818242, 180.19043799599461]","[378.59317367468964, 393.08704020043081]","[168.85997928237947, 113.71074511369582]",8.8000000000000007
"[234.28228426818242, 320.78228426818242]","[378.59317367468964, 378.59317367468964]","[168.85997928237947, 102.59713495258788]",8.0
"[234.28228426818242, 290.28228426818242]","[378.59317367468964, 378.59317367468964]","[168.85997928237947, 221.48276604639034]",6.4000000000000004
"[234.28228426818242, 301.39072732125481]","[378.59317367468964, 474.43396285650169]","[168.85997928237947, 168.85997928237947]",1.2
"[82.139449623408609, 82.139449623408609]","[244.54849680597712, 264.04849680597715]","[169.47519540362259, 188.67894658736066]",84.5
"[82.139449623408609, 139.48009272363805]","[264.04849680597715, 304.19884735055035]","[188.67894658736066, 233.67407926541841]",44.299999999999997
"[139.48009272363805, 45.923356187478291]","[304.19884735055035, 320.69542422890873]","[233.67407926541841, 327.23081580157816]",16.0
"[139.48009272363805, 169.3558260052782]","[304.19884735055035, 329.26756412832538]","[233.67407926541841, 267.44907001301152]",39.299999999999997
"[169.3558260052782, 280.2395552580154]","[329.26756412832538, 369.6259410407543]","[267.44907001301152, 208.44907001301155]",12.199999999999999
